id_transacao,data_hora,id_estabelecimento,bandeira_cartao,modalidade,valor,status,id_cliente,sexo,faixa_etaria,renda_estimada,nome_fantasia,categoria,cidade,estado,mes_transacao,valor_acumulado_cliente,valor_acumulado_estabelecimento
trx_6130,2024-11-17 01:00:00,estab_18,Mastercard,débito,1352.12,aprovada,cli_306,Masculino,18-25,2k-5k,Rodrigues Guerra e Filhos,restaurante,Lopes,PB,11,11159.48,99866.81
trx_6131,2024-01-18 13:00:00,estab_14,Elo,débito,1340.85,aprovada,cli_240,Masculino,18-25,<2k,Moreira,vestuário,Aparecida,AL,1,11573.19,124308.31
trx_6132,2024-02-09 10:00:00,estab_33,Hipercard,débito,1184.29,aprovada,cli_322,Masculino,60+,5k-10k,Barros,restaurante,Rocha,GO,2,10809.47,90488.72
trx_6133,2024-03-17 10:00:00,estab_41,Mastercard,débito,1039.51,aprovada,cli_384,Masculino,18-25,2k-5k,Nascimento - ME,restaurante,Dias,SP,3,7671.82,88637.99
trx_6134,2024-03-06 04:00:00,estab_18,Visa,crédito,984.34,aprovada,cli_79,Masculino,46-60,2k-5k,Rodrigues Guerra e Filhos,restaurante,Lopes,PB,3,11314.02,100851.15
trx_6135,2024-11-01 12:00:00,estab_48,Hipercard,débito,163.61,aprovada,cli_171,Masculino,18-25,5k-10k,Santos,mercado,Sousa,AP,11,12199.23,90003.75
trx_6136,2024-07-25 00:00:00,estab_20,Mastercard,débito,1351.35,aprovada,cli_474,Feminino,18-25,5k-10k,Lima da Cunha S/A,mercado,da Cruz,RS,7,11882.09,99167.57
trx_6137,2024-02-24 12:00:00,estab_33,Visa,crédito,1322.29,estornada,cli_493,Feminino,18-25,<2k,Barros,restaurante,Rocha,GO,2,9819.119999999999,91811.01
trx_6138,2024-05-04 10:00:00,estab_16,Mastercard,crédito,1123.04,aprovada,cli_433,Masculino,36-45,10k+,Sales - EI,vestuário,Mendonça das Pedras,SE,5,10187.97,98071.4
trx_6139,2024-01-17 02:00:00,estab_17,Hipercard,débito,1391.34,aprovada,cli_315,Feminino,18-25,5k-10k,Rezende - ME,eletrodomésticos,Silveira de Cavalcanti,DF,1,10464.8,104988.64
trx_6140,2024-09-12 11:00:00,estab_16,Elo,débito,831.86,aprovada,cli_258,Feminino,26-35,10k+,Sales - EI,vestuário,Mendonça das Pedras,SE,9,11639.89,98903.26
trx_6141,2024-05-15 18:00:00,estab_1,Elo,débito,674.23,aprovada,cli_327,Feminino,36-45,<2k,Pacheco Costela S/A,eletrodomésticos,das Neves de Lopes,MA,5,9936.16,99836.25
trx_6142,2024-09-12 01:00:00,estab_0,Hipercard,crédito,1452.08,aprovada,cli_113,Masculino,26-35,5k-10k,da Cunha Santos Ltda.,vestuário,Vargas,TO,9,11064.01,102292.47
trx_6143,2024-07-19 11:00:00,estab_42,Mastercard,débito,698.88,recusada,cli_335,Feminino,18-25,2k-5k,Vieira,vestuário,Araújo do Sul,BA,7,11608.13,72907.83
trx_6144,2024-09-30 22:00:00,estab_9,Hipercard,débito,963.78,aprovada,cli_110,Masculino,18-25,2k-5k,Machado,eletrodomésticos,da Costa,PA,9,5991.1,104041.29
trx_6145,2024-10-06 01:00:00,estab_36,Visa,crédito,562.73,aprovada,cli_309,Masculino,36-45,5k-10k,Fernandes,farmácia,Pires de Sampaio,BA,10,12427.7,75411.64
trx_6146,2024-06-12 21:00:00,estab_47,Mastercard,crédito,956.31,aprovada,cli_1,Masculino,26-35,5k-10k,Pinto,eletrodomésticos,Alves,TO,6,15668.94,97252.51
trx_6147,2024-02-29 23:00:00,estab_4,Hipercard,crédito,1081.55,aprovada,cli_28,Feminino,26-35,5k-10k,das Neves,eletrodomésticos,Sampaio,RO,2,6648.139999999999,104225.71
trx_6148,2024-09-14 01:00:00,estab_11,Elo,crédito,938.86,aprovada,cli_271,Feminino,26-35,<2k,Cirino Cirino e Filhos,farmácia,Câmara do Campo,BA,9,19764.98,74238.19
trx_6149,2024-07-05 16:00:00,estab_35,Hipercard,débito,774.27,aprovada,cli_246,Feminino,60+,10k+,Rodrigues,eletrodomésticos,Cavalcanti de Cunha,TO,7,9252.99,87915.91
trx_6150,2024-01-03 07:00:00,estab_30,Mastercard,crédito,453.67,aprovada,cli_220,Masculino,26-35,<2k,Araújo - EI,farmácia,Dias de Gonçalves,MG,1,9111.49,109992.56
trx_6151,2024-05-18 12:00:00,estab_37,Hipercard,crédito,967.55,aprovada,cli_94,Masculino,60+,<2k,Aparecida,eletrodomésticos,Andrade de Pires,PB,5,11019.43,101764.02
trx_6152,2024-10-09 09:00:00,estab_8,Elo,crédito,1363.1,recusada,cli_233,Feminino,18-25,5k-10k,Dias - ME,farmácia,da Rocha do Amparo,PB,10,10909.86,95183.58
trx_6153,2024-01-05 09:00:00,estab_43,Visa,débito,15.33,aprovada,cli_314,Masculino,36-45,5k-10k,Silva S/A,mercado,Cavalcanti dos Dourados,MS,1,10062.21,97616.59
trx_6154,2024-05-13 09:00:00,estab_25,Hipercard,crédito,205.22,aprovada,cli_394,Feminino,36-45,10k+,Cirino Duarte Ltda.,farmácia,Costela de Araújo,RS,5,10967.76,86503.58
trx_6155,2024-01-28 21:00:00,estab_14,Hipercard,débito,184.06,recusada,cli_242,Feminino,60+,5k-10k,Moreira,vestuário,Aparecida,AL,1,14339.86,124492.37
trx_6156,2024-02-10 06:00:00,estab_15,Visa,crédito,1385.19,aprovada,cli_479,Feminino,18-25,<2k,Montenegro,mercado,Ribeiro dos Dourados,PA,2,11451.0,72764.37
trx_6157,2024-01-13 19:00:00,estab_12,Hipercard,débito,995.81,aprovada,cli_23,Masculino,36-45,2k-5k,da Rosa,eletrodomésticos,das Neves,MS,1,10600.98,97178.67
trx_6158,2024-03-30 02:00:00,estab_24,Elo,débito,1427.92,estornada,cli_338,Masculino,18-25,5k-10k,da Cruz Mendes - ME,restaurante,Porto de da Cunha,TO,3,8164.35,86496.94
trx_6159,2024-01-05 13:00:00,estab_29,Visa,débito,876.31,estornada,cli_159,Feminino,18-25,5k-10k,Pastor,vestuário,Melo de Gomes,PB,1,6320.37,87932.51
trx_6160,2024-05-31 08:00:00,estab_6,Elo,crédito,695.29,aprovada,cli_329,Feminino,60+,<2k,Duarte,farmácia,Alves,AL,5,15030.16,85425.7
trx_6161,2024-10-07 08:00:00,estab_3,Elo,débito,1189.55,aprovada,cli_181,Feminino,26-35,<2k,Fogaça,eletrodomésticos,Azevedo do Norte,RO,10,15661.67,92163.76
trx_6162,2024-08-24 20:00:00,estab_42,Elo,crédito,245.61,aprovada,cli_240,Masculino,18-25,<2k,Vieira,vestuário,Araújo do Sul,BA,8,11818.8,73153.44
trx_6163,2024-09-27 19:00:00,estab_39,Mastercard,crédito,575.1,aprovada,cli_183,Masculino,60+,10k+,Nunes - EI,mercado,Garcia,RJ,9,8001.29,97006.17
trx_6164,2024-03-20 19:00:00,estab_37,Visa,débito,702.08,aprovada,cli_351,Masculino,36-45,5k-10k,Aparecida,eletrodomésticos,Andrade de Pires,PB,3,11625.37,102466.1
trx_6165,2024-01-24 04:00:00,estab_29,Mastercard,crédito,451.2,aprovada,cli_342,Feminino,46-60,<2k,Pastor,vestuário,Melo de Gomes,PB,1,9191.029999999999,88383.70999999999
trx_6166,2024-11-13 11:00:00,estab_9,Mastercard,débito,560.07,aprovada,cli_352,Feminino,26-35,<2k,Machado,eletrodomésticos,da Costa,PA,11,9808.92,104601.36
trx_6167,2024-01-05 08:00:00,estab_29,Hipercard,crédito,121.77,aprovada,cli_349,Masculino,26-35,10k+,Pastor,vestuário,Melo de Gomes,PB,1,9660.35,88505.48
trx_6168,2024-03-26 07:00:00,estab_38,Visa,débito,300.99,aprovada,cli_93,Feminino,36-45,5k-10k,Oliveira,restaurante,Cunha,RJ,3,14770.52,87371.55
trx_6169,2024-01-07 01:00:00,estab_6,Hipercard,crédito,506.57,aprovada,cli_326,Masculino,60+,10k+,Duarte,farmácia,Alves,AL,1,9036.95,85932.27
trx_6170,2024-02-06 09:00:00,estab_35,Mastercard,débito,1194.86,aprovada,cli_207,Feminino,60+,10k+,Rodrigues,eletrodomésticos,Cavalcanti de Cunha,TO,2,13954.949999999999,89110.77
trx_6171,2024-01-13 10:00:00,estab_34,Hipercard,crédito,277.83,recusada,cli_426,Feminino,26-35,<2k,Cavalcante,farmácia,Azevedo,MS,1,11696.890000000001,76430.98
trx_6172,2024-05-14 22:00:00,estab_23,Elo,crédito,523.23,aprovada,cli_52,Feminino,18-25,10k+,Souza,restaurante,da Cruz,AM,5,9143.69,87309.64
trx_6173,2024-09-22 22:00:00,estab_38,Mastercard,débito,102.06,aprovada,cli_369,Masculino,26-35,10k+,Oliveira,restaurante,Cunha,RJ,9,12507.41,87473.61
trx_6174,2024-04-14 15:00:00,estab_35,Elo,crédito,837.87,aprovada,cli_384,Masculino,18-25,2k-5k,Rodrigues,eletrodomésticos,Cavalcanti de Cunha,TO,4,8509.69,89948.64
trx_6175,2024-10-01 20:00:00,estab_44,Visa,crédito,918.82,aprovada,cli_93,Feminino,36-45,5k-10k,Casa Grande Garcia - ME,mercado,Cavalcante,MA,10,15689.34,85267.79
trx_6176,2024-02-02 15:00:00,estab_19,Hipercard,débito,1298.95,aprovada,cli_97,Feminino,18-25,5k-10k,Novais Leão S.A.,vestuário,Porto da Serra,AM,2,12149.17,88849.8
trx_6177,2024-07-27 00:00:00,estab_48,Mastercard,débito,1229.58,aprovada,cli_444,Masculino,46-60,<2k,Santos,mercado,Sousa,AP,7,10174.48,91233.33
trx_6178,2024-01-16 10:00:00,estab_31,Visa,débito,431.64,aprovada,cli_117,Masculino,36-45,5k-10k,Ferreira Ltda.,vestuário,Fogaça,PA,1,6397.87,98184.6
trx_6179,2024-01-21 06:00:00,estab_38,Elo,débito,209.75,recusada,cli_289,Feminino,60+,5k-10k,Oliveira,restaurante,Cunha,RJ,1,9672.98,87683.36
trx_6180,2024-11-03 10:00:00,estab_48,Hipercard,débito,238.34,aprovada,cli_316,Feminino,60+,10k+,Santos,mercado,Sousa,AP,11,5201.74,91471.67
trx_6181,2024-05-13 04:00:00,estab_25,Hipercard,crédito,1453.6,aprovada,cli_357,Feminino,36-45,5k-10k,Cirino Duarte Ltda.,farmácia,Costela de Araújo,RS,5,13653.09,87957.18
trx_6182,2024-06-27 15:00:00,estab_25,Mastercard,débito,1011.47,aprovada,cli_60,Masculino,26-35,2k-5k,Cirino Duarte Ltda.,farmácia,Costela de Araújo,RS,6,11290.05,88968.65
trx_6183,2024-04-04 05:00:00,estab_35,Hipercard,crédito,68.64,aprovada,cli_478,Feminino,26-35,<2k,Rodrigues,eletrodomésticos,Cavalcanti de Cunha,TO,4,9119.09,90017.28
trx_6184,2024-12-23 04:00:00,estab_42,Hipercard,crédito,209.48,aprovada,cli_251,Feminino,46-60,<2k,Vieira,vestuário,Araújo do Sul,BA,12,10739.960000000001,73362.92
trx_6185,2024-01-10 22:00:00,estab_34,Elo,crédito,731.27,recusada,cli_247,Feminino,60+,10k+,Cavalcante,farmácia,Azevedo,MS,1,11551.6,77162.25
trx_6186,2024-10-12 03:00:00,estab_42,Elo,crédito,315.7,aprovada,cli_263,Masculino,36-45,5k-10k,Vieira,vestuário,Araújo do Sul,BA,10,6655.03,73678.62
trx_6187,2024-02-16 01:00:00,estab_34,Elo,crédito,1206.47,aprovada,cli_53,Feminino,60+,<2k,Cavalcante,farmácia,Azevedo,MS,2,14509.23,78368.72
trx_6188,2024-02-27 18:00:00,estab_11,Visa,débito,861.96,aprovada,cli_180,Feminino,26-35,5k-10k,Cirino Cirino e Filhos,farmácia,Câmara do Campo,BA,2,12286.98,75100.15
trx_6189,2024-03-10 11:00:00,estab_32,Visa,débito,920.89,aprovada,cli_147,Feminino,18-25,2k-5k,Monteiro Novais - EI,vestuário,Rios,BA,3,8701.51,85967.56
trx_6190,2024-04-22 03:00:00,estab_35,Hipercard,débito,696.92,aprovada,cli_45,Feminino,60+,2k-5k,Rodrigues,eletrodomésticos,Cavalcanti de Cunha,TO,4,8966.95,90714.2
trx_6191,2024-11-19 04:00:00,estab_13,Visa,débito,387.81,aprovada,cli_117,Masculino,36-45,5k-10k,da Paz,mercado,Marques de Cirino,AP,11,6785.68,103554.69
trx_6192,2024-03-24 04:00:00,estab_32,Mastercard,débito,886.16,aprovada,cli_92,Feminino,36-45,10k+,Monteiro Novais - EI,vestuário,Rios,BA,3,7663.74,86853.72
trx_6193,2024-02-29 09:00:00,estab_45,Elo,débito,1076.87,aprovada,cli_30,Feminino,26-35,10k+,da Luz,restaurante,Vieira das Flores,PA,2,9076.14,94719.65
trx_6194,2024-11-30 07:00:00,estab_44,Visa,crédito,559.57,aprovada,cli_212,Feminino,60+,5k-10k,Casa Grande Garcia - ME,mercado,Cavalcante,MA,11,5600.9,85827.36
trx_6195,2024-10-12 09:00:00,estab_44,Hipercard,débito,759.89,aprovada,cli_153,Feminino,36-45,5k-10k,Casa Grande Garcia - ME,mercado,Cavalcante,MA,10,4457.02,86587.25
trx_6196,2024-05-15 07:00:00,estab_23,Elo,débito,1260.33,aprovada,cli_478,Feminino,26-35,<2k,Souza,restaurante,da Cruz,AM,5,10379.42,88569.97
trx_6197,2024-04-18 00:00:00,estab_14,Visa,débito,227.28,aprovada,cli_446,Masculino,60+,5k-10k,Moreira,vestuário,Aparecida,AL,4,7408.6,124719.65
trx_6198,2024-03-03 02:00:00,estab_30,Elo,débito,820.11,aprovada,cli_403,Feminino,36-45,5k-10k,Araújo - EI,farmácia,Dias de Gonçalves,MG,3,3121.31,110812.67
trx_6199,2024-02-21 00:00:00,estab_16,Visa,débito,525.88,aprovada,cli_277,Feminino,26-35,10k+,Sales - EI,vestuário,Mendonça das Pedras,SE,2,10623.07,99429.14
trx_6200,2024-04-17 19:00:00,estab_11,Hipercard,crédito,1055.68,aprovada,cli_312,Masculino,18-25,<2k,Cirino Cirino e Filhos,farmácia,Câmara do Campo,BA,4,11328.550000000001,76155.83
trx_6201,2024-11-17 10:00:00,estab_21,Visa,crédito,33.12,aprovada,cli_440,Feminino,36-45,10k+,da Mata,eletrodomésticos,Carvalho de Souza,SE,11,13585.460000000001,76908.64
trx_6202,2024-05-07 16:00:00,estab_22,Visa,crédito,1007.36,aprovada,cli_103,Masculino,60+,10k+,Macedo da Cunha - EI,vestuário,Moraes,RR,5,8299.47,106751.53
trx_6203,2024-11-21 04:00:00,estab_25,Visa,débito,158.83,aprovada,cli_153,Feminino,36-45,5k-10k,Cirino Duarte Ltda.,farmácia,Costela de Araújo,RS,11,4615.85,89127.48
trx_6204,2024-02-04 16:00:00,estab_13,Elo,débito,101.83,recusada,cli_272,Masculino,46-60,2k-5k,da Paz,mercado,Marques de Cirino,AP,2,9947.74,103656.52
trx_6205,2024-04-11 16:00:00,estab_11,Visa,débito,1088.31,aprovada,cli_344,Feminino,18-25,2k-5k,Cirino Cirino e Filhos,farmácia,Câmara do Campo,BA,4,12640.32,77244.14
trx_6206,2024-07-18 19:00:00,estab_49,Visa,crédito,962.31,aprovada,cli_356,Feminino,60+,5k-10k,Barbosa,vestuário,Ferreira da Serra,GO,7,12088.19,101647.04
trx_6207,2024-03-09 14:00:00,estab_3,Visa,crédito,1342.93,aprovada,cli_154,Feminino,36-45,5k-10k,Fogaça,eletrodomésticos,Azevedo do Norte,RO,3,13105.25,93506.69
trx_6208,2024-01-19 08:00:00,estab_45,Elo,débito,781.88,estornada,cli_322,Masculino,60+,5k-10k,da Luz,restaurante,Vieira das Flores,PA,1,11591.35,95501.53
trx_6209,2024-09-05 04:00:00,estab_12,Hipercard,débito,797.39,aprovada,cli_55,Masculino,60+,5k-10k,da Rosa,eletrodomésticos,das Neves,MS,9,10066.75,97976.06
trx_6210,2024-04-08 15:00:00,estab_17,Hipercard,crédito,1061.99,aprovada,cli_279,Feminino,46-60,5k-10k,Rezende - ME,eletrodomésticos,Silveira de Cavalcanti,DF,4,11471.93,106050.63
trx_6211,2024-10-06 00:00:00,estab_42,Hipercard,crédito,488.48,aprovada,cli_24,Feminino,18-25,5k-10k,Vieira,vestuário,Araújo do Sul,BA,10,12841.5,74167.1
trx_6212,2024-08-04 06:00:00,estab_27,Visa,crédito,60.18,aprovada,cli_369,Masculino,26-35,10k+,Fogaça Mendonça S.A.,mercado,Carvalho do Norte,DF,8,12567.59,91987.44
trx_6213,2024-07-13 07:00:00,estab_37,Elo,débito,348.92,aprovada,cli_265,Masculino,36-45,2k-5k,Aparecida,eletrodomésticos,Andrade de Pires,PB,7,9989.699999999999,102815.02
trx_6214,2024-10-21 06:00:00,estab_40,Hipercard,crédito,360.83,aprovada,cli_291,Masculino,60+,<2k,Vieira,vestuário,Moraes das Pedras,PE,10,12061.36,88775.39
trx_6215,2024-06-29 11:00:00,estab_43,Hipercard,débito,506.81,aprovada,cli_233,Feminino,18-25,5k-10k,Silva S/A,mercado,Cavalcanti dos Dourados,MS,6,11416.67,98123.4
trx_6216,2024-05-06 10:00:00,estab_18,Hipercard,débito,1415.48,aprovada,cli_209,Masculino,46-60,<2k,Rodrigues Guerra e Filhos,restaurante,Lopes,PB,5,8134.74,102266.63
trx_6217,2024-05-15 22:00:00,estab_45,Mastercard,débito,1208.24,aprovada,cli_124,Feminino,36-45,<2k,da Luz,restaurante,Vieira das Flores,PA,5,8513.92,96709.77
trx_6218,2024-03-28 19:00:00,estab_46,Elo,crédito,1404.25,aprovada,cli_172,Masculino,46-60,10k+,Caldeira,mercado,Pimenta dos Dourados,BA,3,8730.2,81012.38
trx_6219,2024-10-20 04:00:00,estab_42,Mastercard,crédito,1497.92,aprovada,cli_117,Masculino,36-45,5k-10k,Vieira,vestuário,Araújo do Sul,BA,10,8283.6,75665.02
trx_6220,2024-06-29 00:00:00,estab_37,Visa,crédito,653.5,aprovada,cli_400,Feminino,46-60,10k+,Aparecida,eletrodomésticos,Andrade de Pires,PB,6,7425.07,103468.52
trx_6221,2024-09-04 10:00:00,estab_45,Hipercard,crédito,344.47,aprovada,cli_461,Masculino,26-35,<2k,da Luz,restaurante,Vieira das Flores,PA,9,9907.91,97054.24
trx_6222,2024-04-24 11:00:00,estab_2,Visa,débito,842.21,aprovada,cli_313,Masculino,36-45,10k+,Silva,farmácia,Brito,RO,4,10598.29,96658.55
trx_6223,2024-07-13 21:00:00,estab_18,Elo,débito,1322.3,aprovada,cli_82,Feminino,46-60,2k-5k,Rodrigues Guerra e Filhos,restaurante,Lopes,PB,7,14041.18,103588.93
trx_6224,2024-11-28 04:00:00,estab_19,Visa,débito,701.27,aprovada,cli_81,Masculino,18-25,5k-10k,Novais Leão S.A.,vestuário,Porto da Serra,AM,11,10742.89,89551.06999999999
trx_6225,2024-06-26 16:00:00,estab_24,Visa,débito,760.57,aprovada,cli_22,Masculino,26-35,<2k,da Cruz Mendes - ME,restaurante,Porto de da Cunha,TO,6,2448.92,87257.51
trx_6226,2024-05-10 13:00:00,estab_10,Hipercard,crédito,205.99,aprovada,cli_135,Masculino,36-45,<2k,da Luz,vestuário,Teixeira,TO,5,11756.1,70859.32
trx_6227,2024-03-02 01:00:00,estab_16,Elo,débito,633.58,aprovada,cli_305,Feminino,18-25,2k-5k,Sales - EI,vestuário,Mendonça das Pedras,SE,3,11321.72,100062.72
trx_6228,2024-06-20 05:00:00,estab_48,Visa,crédito,583.56,aprovada,cli_399,Masculino,36-45,2k-5k,Santos,mercado,Sousa,AP,6,5503.25,92055.23
trx_6229,2024-04-02 03:00:00,estab_34,Mastercard,débito,530.77,aprovada,cli_88,Masculino,46-60,10k+,Cavalcante,farmácia,Azevedo,MS,4,9731.56,78899.49
trx_6230,2024-08-18 19:00:00,estab_13,Hipercard,crédito,1331.51,aprovada,cli_298,Feminino,18-25,<2k,da Paz,mercado,Marques de Cirino,AP,8,5267.969999999999,104988.03
trx_6231,2024-03-11 09:00:00,estab_38,Mastercard,débito,93.66,estornada,cli_351,Masculino,36-45,5k-10k,Oliveira,restaurante,Cunha,RJ,3,11719.03,87777.02
trx_6232,2024-11-17 23:00:00,estab_18,Hipercard,débito,1458.36,aprovada,cli_368,Masculino,26-35,2k-5k,Rodrigues Guerra e Filhos,restaurante,Lopes,PB,11,7874.889999999999,105047.29
trx_6233,2024-11-19 12:00:00,estab_2,Visa,crédito,17.33,aprovada,cli_369,Masculino,26-35,10k+,Silva,farmácia,Brito,RO,11,12584.92,96675.88
trx_6234,2024-07-08 05:00:00,estab_33,Hipercard,débito,1418.66,aprovada,cli_210,Masculino,18-25,2k-5k,Barros,restaurante,Rocha,GO,7,7424.469999999999,93229.67
trx_6235,2024-05-27 13:00:00,estab_48,Visa,crédito,824.33,aprovada,cli_81,Masculino,18-25,5k-10k,Santos,mercado,Sousa,AP,5,11567.220000000001,92879.56
trx_6236,2024-02-04 02:00:00,estab_40,Mastercard,débito,1055.16,estornada,cli_95,Masculino,46-60,2k-5k,Vieira,vestuário,Moraes das Pedras,PE,2,5939.3,89830.55
trx_6237,2024-07-07 09:00:00,estab_21,Visa,crédito,284.76,aprovada,cli_45,Feminino,60+,2k-5k,da Mata,eletrodomésticos,Carvalho de Souza,SE,7,9251.71,77193.4
trx_6238,2024-02-16 20:00:00,estab_37,Hipercard,crédito,983.05,aprovada,cli_432,Feminino,18-25,10k+,Aparecida,eletrodomésticos,Andrade de Pires,PB,2,15186.87,104451.56999999999
trx_6239,2024-08-23 20:00:00,estab_26,Hipercard,crédito,1323.53,aprovada,cli_359,Feminino,18-25,10k+,Oliveira,farmácia,Vasconcelos do Campo,AP,8,12579.89,91958.14
trx_6240,2024-08-23 01:00:00,estab_20,Hipercard,crédito,213.52,aprovada,cli_270,Feminino,60+,5k-10k,Lima da Cunha S/A,mercado,da Cruz,RS,8,9843.67,99381.09
trx_6241,2024-02-17 01:00:00,estab_40,Mastercard,débito,194.99,aprovada,cli_48,Feminino,46-60,<2k,Vieira,vestuário,Moraes das Pedras,PE,2,9313.32,90025.54
trx_6242,2024-03-11 22:00:00,estab_30,Elo,crédito,459.45,aprovada,cli_148,Feminino,18-25,2k-5k,Araújo - EI,farmácia,Dias de Gonçalves,MG,3,14863.31,111272.12
trx_6243,2024-03-24 09:00:00,estab_26,Mastercard,crédito,246.78,recusada,cli_74,Masculino,36-45,<2k,Oliveira,farmácia,Vasconcelos do Campo,AP,3,6577.13,92204.92
trx_6244,2024-10-15 00:00:00,estab_36,Visa,crédito,170.42,aprovada,cli_220,Masculino,26-35,<2k,Fernandes,farmácia,Pires de Sampaio,BA,10,9281.91,75582.06
trx_6245,2024-06-10 14:00:00,estab_1,Visa,crédito,1019.09,aprovada,cli_223,Masculino,36-45,2k-5k,Pacheco Costela S/A,eletrodomésticos,das Neves de Lopes,MA,6,5996.28,100855.34
trx_6246,2024-10-28 08:00:00,estab_46,Mastercard,débito,324.67,aprovada,cli_5,Masculino,36-45,10k+,Caldeira,mercado,Pimenta dos Dourados,BA,10,10593.8,81337.05
trx_6247,2024-09-20 19:00:00,estab_8,Mastercard,crédito,1002.19,aprovada,cli_54,Masculino,46-60,5k-10k,Dias - ME,farmácia,da Rocha do Amparo,PB,9,13613.14,96185.77
trx_6248,2024-09-08 11:00:00,estab_18,Visa,débito,1293.58,recusada,cli_338,Masculino,18-25,5k-10k,Rodrigues Guerra e Filhos,restaurante,Lopes,PB,9,9457.93,106340.87
trx_6249,2024-09-28 19:00:00,estab_41,Visa,débito,979.78,aprovada,cli_463,Masculino,18-25,2k-5k,Nascimento - ME,restaurante,Dias,SP,9,12731.08,89617.77
trx_6250,2024-12-03 23:00:00,estab_35,Visa,crédito,183.45,aprovada,cli_331,Feminino,60+,5k-10k,Rodrigues,eletrodomésticos,Cavalcanti de Cunha,TO,12,8860.52,90897.65
trx_6251,2024-12-30 00:00:00,estab_9,Elo,crédito,862.5,aprovada,cli_14,Feminino,46-60,2k-5k,Machado,eletrodomésticos,da Costa,PA,12,7508.02,105463.86
trx_6252,2024-04-10 01:00:00,estab_39,Elo,crédito,593.47,aprovada,cli_10,Masculino,46-60,10k+,Nunes - EI,mercado,Garcia,RJ,4,8384.34,97599.64
trx_6253,2024-01-23 11:00:00,estab_44,Mastercard,crédito,518.34,aprovada,cli_382,Masculino,46-60,2k-5k,Casa Grande Garcia - ME,mercado,Cavalcante,MA,1,6926.11,87105.59
trx_6254,2024-08-21 23:00:00,estab_38,Mastercard,débito,481.2,aprovada,cli_166,Masculino,26-35,<2k,Oliveira,restaurante,Cunha,RJ,8,14054.11,88258.22
trx_6255,2024-05-03 04:00:00,estab_6,Elo,débito,1394.5,aprovada,cli_375,Feminino,18-25,5k-10k,Duarte,farmácia,Alves,AL,5,8102.77,87326.77
trx_6256,2024-12-02 13:00:00,estab_3,Hipercard,crédito,1115.05,aprovada,cli_73,Masculino,26-35,<2k,Fogaça,eletrodomésticos,Azevedo do Norte,RO,12,9558.59,94621.74
trx_6257,2024-06-04 02:00:00,estab_14,Elo,crédito,205.1,recusada,cli_306,Masculino,18-25,2k-5k,Moreira,vestuário,Aparecida,AL,6,11364.58,124924.75
trx_6258,2024-07-30 23:00:00,estab_11,Mastercard,débito,716.63,aprovada,cli_164,Masculino,46-60,5k-10k,Cirino Cirino e Filhos,farmácia,Câmara do Campo,BA,7,12255.18,77960.77
trx_6259,2024-09-26 04:00:00,estab_47,Elo,débito,480.74,aprovada,cli_432,Feminino,18-25,10k+,Pinto,eletrodomésticos,Alves,TO,9,15667.61,97733.25
trx_6260,2024-03-31 10:00:00,estab_5,Hipercard,crédito,1467.02,aprovada,cli_184,Feminino,36-45,2k-5k,Carvalho S.A.,mercado,Alves,AP,3,9151.26,85167.59
trx_6261,2024-05-21 07:00:00,estab_8,Mastercard,crédito,1467.15,aprovada,cli_87,Feminino,36-45,10k+,Dias - ME,farmácia,da Rocha do Amparo,PB,5,9080.93,97652.92
trx_6262,2024-10-16 06:00:00,estab_34,Visa,crédito,482.7,aprovada,cli_242,Feminino,60+,5k-10k,Cavalcante,farmácia,Azevedo,MS,10,14822.56,79382.19
trx_6263,2024-03-08 08:00:00,estab_7,Mastercard,crédito,531.41,aprovada,cli_355,Masculino,46-60,2k-5k,Rocha - EI,farmácia,Costa,RN,3,10226.0,91189.4
trx_6264,2024-09-26 02:00:00,estab_6,Elo,crédito,901.12,aprovada,cli_64,Masculino,18-25,10k+,Duarte,farmácia,Alves,AL,9,10747.57,88227.89
trx_6265,2024-04-24 20:00:00,estab_3,Elo,crédito,721.56,aprovada,cli_493,Feminino,18-25,<2k,Fogaça,eletrodomésticos,Azevedo do Norte,RO,4,10540.68,95343.3
trx_6266,2024-10-12 13:00:00,estab_12,Hipercard,débito,323.59,aprovada,cli_272,Masculino,46-60,2k-5k,da Rosa,eletrodomésticos,das Neves,MS,10,10271.33,98299.65
trx_6267,2024-11-17 05:00:00,estab_18,Elo,débito,992.32,aprovada,cli_190,Feminino,18-25,<2k,Rodrigues Guerra e Filhos,restaurante,Lopes,PB,11,6024.4400000000005,107333.19
trx_6268,2024-03-21 16:00:00,estab_6,Hipercard,débito,504.52,aprovada,cli_141,Feminino,60+,<2k,Duarte,farmácia,Alves,AL,3,6366.200000000001,88732.41
trx_6269,2024-05-08 19:00:00,estab_9,Mastercard,débito,982.31,aprovada,cli_37,Masculino,26-35,10k+,Machado,eletrodomésticos,da Costa,PA,5,9793.16,106446.17
trx_6270,2024-02-10 08:00:00,estab_24,Elo,crédito,578.6,aprovada,cli_373,Feminino,46-60,<2k,da Cruz Mendes - ME,restaurante,Porto de da Cunha,TO,2,6848.64,87836.11
trx_6271,2024-10-31 01:00:00,estab_43,Mastercard,crédito,1051.81,aprovada,cli_152,Masculino,60+,5k-10k,Silva S/A,mercado,Cavalcanti dos Dourados,MS,10,10694.9,99175.21
